TestID,ElapsedTime,BytesSent,BytesAcked,BytesRetrans,RTT,RTTVar,RWndLimited,SndBufLimited,MinRTT,FinalSpeed
60,5937142,708805819,708476843,31196,2510,251,1000,0,298,954.584994223563
60,6367519,760172869,759879343,31196,2565,146,1000,0,298,954.584994223563
60,6448708,769871989,769555775,31196,2560,130,1000,0,298,954.584994223563
60,6525983,779124439,778819569,31196,2359,94,1000,0,298,954.584994223563
60,6678661,797374099,797046541,31196,2485,167,1000,0,298,954.584994223563
60,6773604,808668469,808365017,31196,2564,132,1000,0,298,954.584994223563
60,6799323,811795159,811444913,31196,2578,111,1000,0,298,954.584994223563
60,7120870,850208779,849852861,31196,2518,167,1000,0,298,954.584994223563
60,7500773,895577689,895234533,31196,2690,130,1000,0,298,954.584994223563
60,7723705,922186459,921861737,31196,2405,124,1000,0,298,954.584994223563
60,7980437,952815259,952479193,31196,2461,145,1000,0,298,954.584994223563
60,8553745,1021028149,1020702009,31196,2568,166,1000,0,298,954.584994223563
60,9108472,1087270019,1086955223,38286,2675,170,1000,0,298,954.584994223563
60,9152617,1092566249,1092233019,38286,2477,165,1000,0,298,954.584994223563
60,9364016,1117771199,1117457821,38286,2540,145,1000,0,298,954.584994223563
60,9389818,1120897889,1120541971,38286,2528,125,1000,0,298,954.584994223563
60,9789087,1168563959,1168237819,38286,2445,186,1000,0,298,954.584994223563
60,9815183,1171690649,1171370181,38286,2312,95,1000,0,298,954.584994223563
60,10000109,1193577479,1193244249,38286,2543,195,1000,0,298,954.584994223563
61,42258,12847,1547,0,100811,28894,0,0,100464,4.425087471800832
61,112406,21355,10011,0,102463,12082,0,0,100464,4.425087471800832
61,374975,147557,75239,0,102043,322,0,0,100464,4.425087471800832
61,678640,424067,160319,2836,206714,11429,0,0,100464,4.425087471800832
61,1174491,673635,487877,15598,141111,9036,321000,0,100464,4.425087471800832
61,2091850,1152919,1016791,55302,118323,6001,321000,0,100464,4.425087471800832
61,2957506,1657727,1462043,72318,120647,2746,321000,0,100464,4.425087471800832
61,3634179,2067529,1869009,82244,106705,504,321000,0,100464,4.425087471800832
61,5071645,2908403,2682941,104932,107986,1591,321000,0,100464,4.425087471800832
61,6631503,3817341,3576281,136128,107602,955,321000,0,100464,4.425087471800832
61,7072262,4078253,3832939,140382,112403,348,321000,0,100464,4.425087471800832
61,8285121,4792925,4524923,163070,107083,1184,321000,0,100464,4.425087471800832
61,8639313,5005625,4756057,167324,118133,1998,321000,0,100464,4.425087471800832
61,9654540,5604021,5340273,181504,117976,3813,321000,0,100464,4.425087471800832
62,51065,6243651,5962739,13032,2285,138,1000,0,193,940.8411010521722
62,81774,9840483,9552331,26064,2308,116,1000,0,193,940.8411010521722
62,559873,66124243,65763691,76744,2224,85,1000,0,193,940.8411010521722
62,892579,105283955,104858243,140456,2269,170,1000,0,193,940.8411010521722
62,1071297,126265475,125906371,140456,2001,130,1000,0,193,940.8411010521722
62,1261883,148680515,148331547,140456,2011,123,1000,0,193,940.8411010521722
62,1887394,222311315,221934835,140456,1720,127,1000,0,193,940.8411010521722
62,1913467,225440443,225003147,141904,2392,243,1000,0,193,940.8411010521722
62,1983841,233654947,233281363,146248,2051,112,1000,0,193,940.8411010521722
62,2009129,236652307,236249763,146248,2036,151,1000,0,193,940.8411010521722
62,2634865,310283107,309906627,146248,1920,71,1000,0,193,940.8411010521722
62,3076793,362345947,361901411,146248,2147,165,1000,0,193,940.8411010521722
62,3140404,369774187,369387571,146248,2031,127,1000,0,193,940.8411010521722
62,3454822,406394107,405968395,146248,2235,97,1000,0,193,940.8411010521722
62,3480175,409326307,408964307,146248,2152,156,1000,0,193,940.8411010521722
62,4105483,482961451,482553115,150592,2048,144,1000,0,193,940.8411010521722
62,4130696,485893651,485480971,150592,2430,158,1000,0,193,940.8411010521722
62,4412619,519060091,518676371,150592,2390,179,1000,0,193,940.8411010521722
62,4586005,539520331,539075795,150592,2188,129,1000,0,193,940.8411010521722
62,4713964,554572291,554134995,150592,2337,46,1000,0,193,940.8411010521722
62,4852562,570862291,570445267,150592,2420,180,1000,0,193,940.8411010521722
62,5265496,619471651,619028563,150592,2302,184,1000,0,193,940.8411010521722
62,5290834,622469011,622044747,150592,2334,107,1000,0,193,940.8411010521722
62,5630903,662477251,662060227,150592,2384,141,1000,0,193,940.8411010521722
62,5883329,692194555,691755811,154936,2043,79,1000,0,193,940.8411010521722
62,6004956,706529755,706077979,154936,2325,225,1000,0,193,940.8411010521722
62,6256420,736047235,735657723,154936,2294,150,1000,0,193,940.8411010521722
62,6881801,809678035,809256667,154936,2208,142,1000,0,193,940.8411010521722
62,7122823,838022635,837625883,154936,2240,216,1000,0,193,940.8411010521722
62,7166101,843105115,842731531,154936,1985,122,1000,0,193,940.8411010521722
62,7274135,855811315,855424699,154936,2210,128,1000,0,193,940.8411010521722
62,7439613,875295603,874911883,156384,2005,129,1000,0,193,940.8411010521722
62,7916737,931463523,931068219,156384,2090,152,1000,0,193,940.8411010521722
62,8435413,992518443,992101419,156384,2102,156,1000,0,193,940.8411010521722
62,8899484,1047122523,1046722875,156384,1988,134,1000,0,193,940.8411010521722
62,8924799,1050119883,1049699963,156384,2007,112,1000,0,193,940.8411010521722
62,9017261,1061001603,1060568651,156384,2321,98,1000,0,193,940.8411010521722
62,9163960,1078269003,1077818675,156384,2471,174,1000,0,193,940.8411010521722
62,9194583,1081852803,1081408267,156384,2166,151,1000,0,193,940.8411010521722
62,9219972,1084850163,1084431691,156384,2272,135,1000,0,193,940.8411010521722
62,9368111,1102117563,1101717915,156384,1855,189,1000,0,193,940.8411010521722
62,9954417,1171068427,1170696291,167968,2193,112,1000,0,193,940.8411010521722
62,10000834,1176541867,1176149459,167968,2340,141,1000,0,193,940.8411010521722
63,417009,194351,100763,0,100681,60,0,0,100363,87.63099205039748
63,657789,1035225,510565,0,100928,209,0,0,100277,87.63099205039748
63,875027,4458277,2230599,0,105630,443,0,0,100164,87.63099205039748
63,986188,6436387,3556429,0,148246,1020,0,0,100164,87.63099205039748
63,1052749,7893663,4353345,0,181522,1036,0,0,100164,87.63099205039748
63,1604410,14938166,10650416,941552,203228,1260,19000,0,100164,87.63099205039748
63,1830910,16006798,11389194,1890194,177242,386,19000,0,100164,87.63099205039748
63,1897493,17155378,13888846,1890194,177274,423,52000,0,100164,87.63099205039748
63,2386021,23263171,17512714,2837418,185322,446,52000,0,100000,87.63099205039748
63,3011416,30380113,26341649,2837418,102682,191,82000,0,100000,87.63099205039748
63,3637495,37857227,33807419,2837418,102150,224,82000,0,100000,87.63099205039748
63,3956144,41682991,37607659,2837418,100660,164,82000,0,100000,87.63099205039748
63,4097371,43533481,39286571,2837418,110722,311,82000,0,100000,87.63099205039748
63,4340659,46234771,42192053,2837418,102057,139,82000,0,100000,87.63099205039748
63,4515579,48310723,44280767,2837418,100879,221,82000,0,100000,87.63099205039748
63,4691054,50393765,46360973,2837418,100600,199,82000,0,100000,87.63099205039748
63,4910061,53215585,48957331,2837418,109993,374,82000,0,100000,87.63099205039748
63,5393297,58752875,54724337,2837418,100781,162,82000,0,100000,87.63099205039748
63,5691757,62629687,58265083,2837418,103565,343,82000,0,100000,87.63099205039748
63,5964485,65569201,61522229,2837418,102224,218,82000,0,100000,87.63099205039748
63,6177730,68091823,64067539,2837418,100720,199,82000,0,100000,87.63099205039748
63,6257909,69037629,65016181,2837418,100614,198,82000,0,100000,87.63099205039748
63,6569309,72886081,68708653,2837418,115326,487,82000,0,100000,87.63099205039748
63,6972266,77547047,73512837,2837418,100840,246,82000,0,100000,87.63099205039748
63,7052246,78492853,74457225,2837418,100874,330,82000,0,100000,87.63099205039748
63,7677735,85947279,81901725,2837418,101512,254,82000,0,100000,87.63099205039748
63,8303108,93401705,89339135,2837418,114705,444,82000,0,100000,87.63099205039748
63,8807171,99370067,95338693,2837418,100804,205,82000,0,100000,87.63099205039748
63,9432824,106824493,102794537,2837418,100792,210,82000,0,100000,87.63099205039748
63,9713444,110342551,106119747,2837418,100688,288,82000,0,100000,87.63099205039748
63,9916585,112597171,108543109,2837418,121200,416,82000,0,100000,87.63099205039748
63,10000500,113599697,109544217,2837418,102583,205,82000,0,100000,87.63099205039748
64,422546,49957323,49294139,389512,2203,96,0,0,163,940.6931847737493
64,476401,56251779,55578459,428608,2295,197,0,0,163,940.6931847737493
64,606413,71564379,70880923,428608,2130,208,0,0,163,940.6931847737493
64,702869,82902219,82243379,428608,2246,113,0,0,163,940.6931847737493
64,728312,85899579,85221915,428608,2231,163,0,0,163,940.6931847737493
64,931056,109748139,109102331,428608,2074,109,0,0,163,940.6931847737493
64,956973,112810659,112121411,428608,2247,122,0,0,163,940.6931847737493
64,1122519,132293499,131614387,428608,2282,160,0,0,163,940.6931847737493
64,1338147,157705899,156941355,493768,2169,126,0,0,163,940.6931847737493
64,1381036,162723219,161980395,493768,2181,158,0,0,163,940.6931847737493
64,1433100,168848259,168122811,493768,2252,179,0,0,163,940.6931847737493
64,1534421,180772539,180034059,493768,2046,171,0,0,163,940.6931847737493
64,1569682,184942779,184176787,493768,2312,161,0,0,163,940.6931847737493
64,1631986,192240699,191490635,493768,2286,72,0,0,163,940.6931847737493
64,2029964,239090739,238327643,493768,2307,165,0,0,163,940.6931847737493
64,2412873,284181459,283405331,493768,2264,131,0,0,163,940.6931847737493
64,2438231,287113659,286385315,493768,2317,211,0,0,163,940.6931847737493
64,2586632,304641699,303874259,493768,2225,130,0,0,163,940.6931847737493
64,2613684,307769379,307051171,493768,2248,186,0,0,163,940.6931847737493
64,2639645,310831899,310076043,493768,2240,72,0,0,163,940.6931847737493
64,2747678,323538099,322783691,493768,2326,98,0,0,163,940.6931847737493
64,3373252,396908259,396130683,493768,1971,126,0,0,163,940.6931847737493
64,3471180,408389451,407577123,571960,2321,177,0,0,163,940.6931847737493
64,3504885,412364211,411554779,571960,2210,200,0,0,163,940.6931847737493
64,3540952,416664771,415814795,571960,2187,142,0,0,163,940.6931847737493
64,3626871,426764571,425914595,571960,2201,170,0,0,163,940.6931847737493
64,3761012,442533291,441710827,571960,2196,123,0,0,163,940.6931847737493
64,4022756,473353971,472509787,571960,2331,121,0,0,163,940.6931847737493
64,4048568,476351331,475547691,571960,2302,152,0,0,163,940.6931847737493
64,4326171,508996491,508192851,571960,2082,187,0,0,163,940.6931847737493
64,4391007,516685371,515844083,571960,2263,140,0,0,163,940.6931847737493
64,4557961,536298531,535486203,571960,1915,161,0,0,163,940.6931847737493
64,5157518,606866811,606050139,571960,2108,142,0,0,163,940.6931847737493
64,5271575,620289771,619461515,571960,2095,185,0,0,163,940.6931847737493
64,5314146,625307091,624486075,571960,2327,188,0,0,163,940.6931847737493
64,5939227,698872731,698053163,571960,2217,103,0,0,163,940.6931847737493
64,6220570,731974011,731139963,571960,2360,171,0,0,163,940.6931847737493
64,6390439,751978131,751144083,571960,2294,120,0,0,163,940.6931847737493
64,7012670,825217971,824370891,571960,2217,175,0,0,163,940.6931847737493
64,7054120,830104971,829250651,571960,2200,98,0,0,163,940.6931847737493
64,7133804,839422851,838622107,571960,2105,158,0,0,163,940.6931847737493
64,7167743,843397611,842599763,571960,2325,172,0,0,163,940.6931847737493
64,7246477,852715491,851848139,571960,2359,121,0,0,163,940.6931847737493
64,7416681,872719611,871902939,571960,2207,142,0,0,163,940.6931847737493
64,7712848,907586003,906749059,577752,2165,140,0,0,163,940.6931847737493
64,7957384,936386723,935545435,577752,2079,96,0,0,163,940.6931847737493
64,8382551,986429603,985570939,577752,2381,188,0,0,163,940.6931847737493
64,8931411,1051003163,1050166219,577752,2329,136,0,0,163,940.6931847737493
64,9104039,1071333083,1070462835,577752,2308,230,0,0,163,940.6931847737493
64,9237980,1087101803,1086246035,577752,2219,135,0,0,163,940.6931847737493
64,9348339,1100068643,1099198395,577752,2084,212,0,0,163,940.6931847737493
64,9437417,1110494243,1109679019,577752,2152,233,0,0,163,940.6931847737493
64,9482938,1115837363,1115016347,577752,2113,190,0,0,163,940.6931847737493
64,10000387,1176761963,1175911987,577752,2165,122,0,0,163,940.6931847737493
65,37871,8578557,8310571,191628,367,63,0,0,171,1254.2094403329188
65,662892,82146410,74049132,6372990,2811,152,395000,0,171,1254.2094403329188
65,1030643,138116288,125903974,11456520,1448,456,596000,0,171,1254.2094403329188
65,1433117,202532205,185394353,16391984,2077,196,794000,0,151,1254.2094403329188
65,1576546,248203149,224450327,20492840,1955,823,799000,0,151,1254.2094403329188
65,2049547,296937387,269141433,23988210,2806,670,1124000,0,151,1254.2094403329188
65,2307994,358069789,329226347,28101828,1544,658,1191000,0,151,1254.2094403329188
65,2402422,387161477,355564279,30347940,2269,249,1191000,0,151,1254.2094403329188
65,2452735,404363235,371652907,31961624,1721,112,1191000,0,151,1254.2094403329188
65,2542986,433705909,397549841,34823148,1121,415,1191000,0,151,1254.2094403329188
65,2605947,451671969,415026691,36453848,508,82,1193000,0,151,1254.2094403329188
65,2662998,471138273,432753109,37479062,2733,296,1193000,0,151,1254.2094403329188
65,2688737,480244669,441164685,38189480,1316,307,1193000,0,151,1254.2094403329188
65,3078093,586915797,537906317,45381576,1809,555,1263000,0,151,1254.2094403329188
65,3408712,653434935,601282409,51381134,1620,280,1390000,0,151,1254.2094403329188
65,3696909,695225407,637401705,54313558,2615,1416,1541000,0,151,1254.2094403329188
65,3985630,733034451,670572979,58807200,2139,564,1712000,0,151,1254.2094403329188
65,4061040,736002239,676419393,58907878,2198,223,1779000,0,151,1254.2094403329188
65,4686208,807010007,742404605,63744676,2394,213,2182000,0,151,1254.2094403329188
65,5186638,906946393,833573497,72688002,1097,344,2375000,0,151,1254.2094403329188
65,5435480,923117889,848691419,73144598,2787,461,2375000,0,151,1254.2094403329188
65,5485904,940156577,865273511,74549836,923,332,2377000,0,151,1254.2094403329188
65,5659116,993025289,913372071,78540088,2557,294,2377000,0,151,1254.2094403329188
65,5684947,1001079529,921198013,79319988,1016,141,2377000,0,151,1254.2094403329188
65,6310082,1077567885,991569099,85043054,1921,676,2774000,0,151,1254.2094403329188
65,6375658,1098628021,1009030351,87598290,1998,439,2775000,0,151,1254.2094403329188
65,6736746,1151997287,1057660661,91770046,2099,757,2971000,0,151,1254.2094403329188
65,7115241,1203398369,1106347691,96653638,1498,389,3173000,0,151,1254.2094403329188
65,7345142,1274187765,1170410095,103696844,445,93,3173000,0,151,1254.2094403329188
65,7592140,1338829887,1226231083,109533332,1946,1258,3214000,0,151,1254.2094403329188
65,7936856,1401741093,1287974215,112894808,2321,241,3364000,0,151,1254.2094403329188
65,7977896,1414642057,1299901013,113927112,2838,359,3364000,0,151,1254.2094403329188
65,8331707,1464973967,1345946309,118388140,3604,564,3565000,0,151,1254.2094403329188
65,8652491,1500344477,1374733127,122684502,1687,385,3787000,0,151,1254.2094403329188
65,9116527,1536664099,1407365561,126045162,2292,498,4135000,0,151,1254.2094403329188
65,9280646,1576566135,1445606185,129598670,1231,428,4176000,0,151,1254.2094403329188
65,9347500,1598780523,1466881857,131202428,1629,264,4186000,0,140,1254.2094403329188
65,9476271,1641401349,1506256881,134197244,1929,1075,4187000,0,140,1254.2094403329188
65,9529284,1648510399,1510015999,134642496,1616,294,4217000,0,140,1254.2094403329188
65,9695202,1649116687,1514044537,134702052,895,80,4381000,0,140,1254.2094403329188
65,9791150,1678320397,1541223343,136595082,1163,156,4381000,0,140,1254.2094403329188
65,9898867,1693572177,1551906555,137930838,2462,817,4445000,0,140,1254.2094403329188
66,200651,41207,12847,0,103082,10566,0,0,100346,2.3052673701526345
66,677298,428321,241145,0,194644,11735,0,0,100346,2.3052673701526345
66,1717449,951563,760133,0,435516,4505,0,0,100346,2.3052673701526345
66,2950335,1218147,1114633,0,495083,4623,0,0,100346,2.3052673701526345
66,5681913,1861919,1758405,0,370509,7953,0,0,100346,2.3052673701526345
66,6494342,2059021,1979613,0,388336,5309,0,0,100346,2.3052673701526345
66,8479013,2525543,2443299,0,334831,8822,0,0,100346,2.3052673701526345
67,28933,12847,1547,0,100670,28357,0,0,100641,4.627985636677338
67,155903,38371,12847,0,103587,11363,0,0,100304,4.627985636677338
67,781204,578629,360257,0,246338,17016,0,0,100304,4.627985636677338
67,1611021,1073511,952981,0,307504,1910,0,0,100304,4.627985636677338
67,3113372,1789601,1632203,0,481150,22130,0,0,100304,4.627985636677338
67,4347384,2505691,2366727,0,196005,288,0,0,100304,4.627985636677338
67,5492774,3335221,3183495,0,191814,906,0,0,100304,4.627985636677338
67,8456214,4886513,4744713,0,199198,2537,0,0,100304,4.627985636677338
67,9613653,5707535,5561481,0,205815,384,0,0,100304,4.627985636677338
68,334401,98168213,85064001,9545032,1860,483,0,0,190,1330.731139658828
68,954083,185379911,166928453,17308550,3337,498,199000,0,177,1330.731139658828
68,1140170,248964449,223098269,23125186,2054,847,199000,0,177,1330.731139658828
68,1422455,272462023,244251993,25345774,1386,118,418000,0,177,1330.731139658828
68,1886020,328050729,295480079,28564634,1755,909,705000,0,177,1330.731139658828
68,2179609,371608877,334329025,33858028,2077,535,866000,0,177,1330.731139658828
68,2421896,408912013,371164411,36990390,1563,263,995000,0,177,1330.731139658828
68,2999302,536940397,487436157,48820764,2860,120,1194000,0,177,1330.731139658828
68,3316757,577961995,524603355,52170080,1196,143,1391000,0,177,1330.731139658828
68,3487753,638413207,582164959,55337892,1719,262,1393000,0,177,1330.731139658828
68,3764681,709186623,645078783,60315072,1894,542,1462000,0,165,1330.731139658828
68,4374878,802623369,734486213,68071532,616,193,1590000,0,165,1330.731139658828
68,4866003,910495891,830710169,75809146,2603,497,1753000,0,165,1330.731139658828
68,4964326,930332028,853372884,75975052,1458,305,1788000,0,165,1330.731139658828
68,5039310,955287410,876935790,77517836,2440,93,1788000,0,165,1330.731139658828
68,5139892,988597648,907377414,80645944,2274,129,1788000,0,165,1330.731139658828
68,5173768,999381538,916944660,81666904,1463,273,1788000,0,165,1330.731139658828
68,5250341,1024870088,940657874,83737184,1189,337,1788000,0,165,1330.731139658828
68,5428323,1084248838,993839964,89005054,1137,226,1788000,0,165,1330.731139658828
68,5667576,1166022062,1069640572,95418668,2746,453,1788000,0,165,1330.731139658828
68,6040574,1247701746,1141710422,102259100,1118,305,1917000,0,165,1330.731139658828
68,6180203,1271039142,1165844782,104720748,1119,195,1977000,0,165,1330.731139658828
68,6261575,1297449392,1189782040,106755578,2772,628,1977000,0,165,1330.731139658828
68,6574057,1336890364,1225151982,111565386,498,51,2166000,0,165,1330.731139658828
68,6622091,1344921990,1229214552,112033326,1794,753,2193000,0,165,1330.731139658828
68,7193339,1390784866,1271622678,115576908,1385,426,2616000,0,165,1330.731139658828
68,7355771,1399231592,1282581258,115768338,3456,777,2759000,0,165,1330.731139658828
68,7728560,1413843606,1292970944,117574870,1478,347,3089000,0,165,1330.731139658828
68,8045039,1489884332,1362762068,123723318,2025,389,3150000,0,165,1330.731139658828
68,8467200,1543428821,1413780705,126467956,1947,689,3231000,0,165,1330.731139658828
68,8639551,1563285489,1434927339,127673256,1897,486,3346000,0,165,1330.731139658828
68,9103663,1646739539,1508799467,134071272,1650,394,3551000,0,165,1330.731139658828
68,9781771,1803538981,1652632535,146964814,3411,1762,3738000,0,165,1330.731139658828
68,10000177,1812041309,1663443367,147576982,1874,1034,3928000,0,165,1330.731139658828
69,36796,12847,1547,0,101222,28782,0,0,101032,6.1386362624284
69,183029,41207,12847,0,102627,9283,0,0,100424,6.1386362624284
69,808219,883499,340405,4254,226546,4846,0,0,100259,6.1386362624284
69,1697162,1941327,1158591,52466,297089,413,233000,0,100259,6.1386362624284
69,3831533,3488365,2305753,398458,357521,9263,233000,0,100259,6.1386362624284
69,4870338,4424245,3370671,684894,134550,2991,233000,0,100259,6.1386362624284
69,6451290,6145697,4632691,1002526,211560,4089,233000,0,100000,6.1386362624284
69,7077370,6762527,4780163,1243586,108826,1847,233000,0,100000,6.1386362624284
69,7940510,7441749,6110247,1243586,108056,5726,233000,0,100000,6.1386362624284
69,9184509,8403153,7047545,1276200,100333,25,233000,0,100000,6.1386362624284
70,625969,67064507,59690061,5755090,13706,157,74000,7000,10000,943.0301471538221
70,783057,85952267,78440275,5755090,14487,134,74000,7000,10000,943.0301471538221
70,820357,90418967,82899885,5755090,15902,137,74000,7000,10000,943.0301471538221
70,1446043,165395717,157631321,5755090,16420,156,74000,7000,10000,943.0301471538221
70,1574448,180710117,172964155,5755090,16898,118,74000,7000,10000,943.0301471538221
70,2129602,247200137,239255655,5755090,19001,252,74000,7000,10000,943.0301471538221
70,2154908,250199207,242284503,5755090,18130,194,74000,7000,10000,943.0301471538221
70,2210488,256899257,248909399,5755090,19583,202,74000,7000,10000,943.0301471538221
70,2554235,297167621,289930721,5759344,12208,138,83000,7000,10000,943.0301471538221
70,2579558,300230501,292951061,5759344,12374,132,83000,7000,10000,943.0301471538221
70,2653827,309163901,301833413,5759344,13137,156,83000,7000,10000,943.0301471538221
70,2964732,346556561,338966579,5759344,15654,154,83000,7000,10000,943.0301471538221
70,3052072,357085211,349383207,5759344,16076,119,83000,7000,10000,943.0301471538221
70,3276490,383949221,376190497,5759344,16744,123,83000,7000,10000,943.0301471538221
70,3301792,386948291,379210837,5759344,16820,180,83000,7000,10000,943.0301471538221
70,3399049,398816951,390839855,5759344,16763,161,83000,7000,10000,943.0301471538221
70,3557463,417640901,409758811,5759344,16845,101,83000,7000,10000,943.0301471538221
70,3862961,454204031,446235443,5759344,18491,126,83000,7000,10000,943.0301471538221
70,3935279,462882191,454841285,5759344,18711,133,83000,7000,10000,943.0301471538221
70,4560979,536777007,529562795,5762180,12234,93,92000,7000,10000,943.0301471538221
70,5049410,595546017,587897897,5762180,15739,165,92000,7000,10000,943.0301471538221
70,5155045,608116587,600525187,5762180,15633,172,92000,7000,10000,943.0301471538221
70,5359134,632555817,624906279,5762180,17533,173,92000,7000,10000,943.0301471538221
70,5408087,638426337,630751275,5762180,16266,73,92000,7000,10000,943.0301471538221
70,6033493,713339277,705403303,5762180,18076,121,92000,7000,10000,943.0301471538221
70,6659365,788252217,780150337,5762180,21543,282,92000,7000,10000,943.0301471538221
70,6855045,811542867,803504797,5762180,19096,174,92000,7000,10000,943.0301471538221
70,6887956,815626707,807444001,5762180,19075,154,92000,7000,10000,943.0301471538221
70,6913520,818498157,810502627,5762180,18964,113,92000,7000,10000,943.0301471538221
70,7539620,893347287,885270931,5762180,19659,141,92000,7000,10000,943.0301471538221
70,7874273,933292347,925211737,5762180,21795,198,92000,7000,10000,943.0301471538221
70,7990652,947266737,939142169,5762180,19851,108,92000,7000,10000,943.0301471538221
70,8447586,1000954744,993418646,5766434,14999,105,92000,7000,10000,943.0301471538221
70,8649165,1025202544,1017450910,5766434,16410,181,92000,7000,10000,943.0301471538221
70,8674443,1028201614,1020479758,5766434,17723,132,92000,7000,10000,943.0301471538221
70,8846749,1048812244,1041067700,5766434,17768,227,92000,7000,10000,943.0301471538221
70,9024200,1070060974,1062266800,5766434,16787,128,92000,7000,10000,943.0301471538221
70,9300733,1103369794,1095255152,5766434,18759,126,92000,7000,10000,943.0301471538221
70,9489093,1125830914,1117772992,5766434,21148,265,92000,7000,10000,943.0301471538221
70,9514364,1128829984,1120803258,5766434,19015,103,92000,7000,10000,943.0301471538221
70,9894918,1174262704,1166223216,5766434,20509,159,92000,7000,10000,943.0301471538221
70,10000148,1186897084,1178805130,5766434,19502,166,92000,7000,10000,943.0301471538221
71,108630,18519,11429,0,102506,13982,0,0,101179,5.327808836328201
71,434745,90837,52551,1418,144553,8843,0,0,100829,5.327808836328201
71,603309,150393,96509,1418,158647,5454,0,0,100829,5.327808836328201
71,1108690,765805,402797,4254,180447,10270,0,0,100674,5.327808836328201
71,2042810,1562721,859393,39704,518392,4109,0,0,100674,5.327808836328201
71,3569297,2396505,1684669,140382,480046,11807,0,0,100674,5.327808836328201
71,5514874,3488365,3071473,321886,101725,1153,0,0,100674,5.327808836328201
71,6564482,4713517,4239905,340320,110205,306,0,0,100674,5.327808836328201
71,7929289,6169803,5280717,412638,347104,6436,0,0,100674,5.327808836328201
72,238949,55387,27027,0,109413,4418,0,0,102841,3.5576362990116763
72,460880,165991,80911,0,137290,8270,0,0,102841,3.5576362990116763
72,934158,368765,211367,0,263353,87704,0,0,102841,3.5576362990116763
72,1211519,482205,324807,0,513827,6925,0,0,102841,3.5576362990116763
72,1365905,550269,392871,0,365909,35036,0,0,102841,3.5576362990116763
72,2133745,853721,753043,0,314300,1777,0,0,102841,3.5576362990116763
72,2759582,1138739,1021045,0,225582,10108,0,0,102841,3.5576362990116763
72,4067213,1758405,1576901,0,371833,1643,0,0,102841,3.5576362990116763
72,4836349,2005137,1825051,0,510595,33581,0,0,102841,3.5576362990116763
72,6361725,2739661,2603533,0,233105,17210,0,0,102841,3.5576362990116763
72,7638116,3461423,3333803,0,204574,7943,0,0,102841,3.5576362990116763
72,8651093,3980411,3788981,0,449535,10132,0,0,102841,3.5576362990116763
72,9802052,4551865,4359017,0,424750,3807,0,0,102841,3.5576362990116763
73,626139,95040797,84141661,7472576,749,316,300000,0,177,1081.612670100592
73,735340,98844619,90373771,7603032,1847,153,396000,0,177,1081.612670100592
73,908659,134213433,119729207,10712706,1993,208,459000,0,177,1081.612670100592
73,1534334,208201237,187065773,17370216,1434,214,847000,0,177,1081.612670100592
73,2056928,255142760,229713670,21671010,1960,820,1219000,0,177,1081.612670100592
73,2309233,284808612,261413314,22399862,2416,175,1371000,0,177,1081.612670100592
73,2934807,420488524,386478078,33331224,2628,191,1569000,0,177,1081.612670100592
73,3070174,425592136,387966978,33755206,979,460,1688000,0,177,1081.612670100592
73,3226480,450111962,413227230,35899222,2075,132,1764000,0,177,1081.612670100592
73,3286540,468130488,430593476,37071908,946,56,1764000,0,177,1081.612670100592
73,3421593,509486458,468584532,40716168,571,108,1764000,0,177,1081.612670100592
73,3582583,537991736,491428512,43586200,1720,354,1837000,0,177,1081.612670100592
73,4208059,629205814,572467212,52918058,1626,353,2184000,0,177,1081.612670100592
73,4891053,702793390,638875346,60094556,1685,409,2632000,0,177,1081.612670100592
73,5088379,710385602,646105728,60853186,1421,487,2806000,0,177,1081.612670100592
73,5329434,742913722,678854438,63506264,2262,133,2943000,0,177,1081.612670100592
73,5434327,776059974,704481952,68036774,1771,497,2950000,0,177,1081.612670100592
73,5736372,809861756,738061610,70983378,3114,214,3142000,0,177,1081.612670100592
73,6105782,865103896,788996018,75333650,3400,178,3335000,0,177,1081.612670100592
73,6265364,871944152,792380784,75672552,1307,387,3474000,0,177,1081.612670100592
73,6886136,967060398,878963806,84254288,1572,252,3793000,0,143,1081.612670100592
73,7549465,1078305130,984640994,92906924,3592,82,4108000,0,143,1081.612670100592
73,8080372,1184568284,1082011142,100906590,1146,533,4108000,0,143,1081.612670100592
73,8303716,1192299380,1090390264,101478044,1291,227,4305000,0,143,1081.612670100592
73,8793416,1285334360,1175310030,109326674,1435,388,4503000,0,143,1081.612670100592
73,8927301,1326854818,1213471246,112624942,1519,131,4504000,0,143,1081.612670100592
73,9341027,1394167278,1276570828,117531222,474,142,4699000,0,143,1081.612670100592
73,9966937,1468806968,1341817262,122911114,3189,1706,5088000,0,143,1081.612670100592
73,10000994,1478854492,1352150228,123285466,1784,380,5090000,0,143,1081.612670100592
74,365527,12847,1547,0,1000743,281619,0,0,1000474,4.291350857044575
74,1002458,14265,12847,0,1000666,118937,0,0,1000342,4.291350857044575
74,2275666,52551,24191,0,1013755,55844,0,0,1000342,4.291350857044575
74,3298840,107853,52551,0,1028552,13123,0,0,1000342,4.291350857044575
74,4013184,167409,86583,0,1030567,2122,0,0,1000342,4.291350857044575
74,4549917,246817,127705,0,1018933,1880,0,0,1000342,4.291350857044575
74,5441729,449591,226965,0,1015861,3390,0,0,1000342,4.291350857044575
